Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,,Latitude,Longitude
180013,THE MEDICAL CENTER (BOWLING GREEN),250 PARK STREET,BOWLING GREEN,KY,42101,WARREN,(270) 745-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,6,0,,11,11,1,10,0,,8,8,,12,10,,,36.9957546,-86.4299604
181333,THE MEDICAL CENTER AT ALBANY,723 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,(606) 387-3651,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,36.6981857,-85.1474635
181318,THE MEDICAL CENTER AT FRANKLIN,1100 BROOKHAVEN ROAD,FRANKLIN,KY,42135,SIMPSON,(270) 598-4800,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,7,0,7,0,,8,Not Available,5,12,3,,,36.7001055,-86.5762294
181324,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE,KY,42164,ALLEN,(270) 622-2800,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,Not Available,5,12,3,,,36.7617642,-86.2168851
60100,THE MEDICAL CENTER OF AURORA & SOUTH HOSPITAL,1501 S POTOMAC ST,AURORA,CO,80012,ARAPAHOE,(303) 873-5511,Acute Care Hospitals,Proprietary,Yes,Y,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,9,1,7,1,,8,8,,12,9,,,39.6900876,-104.8319639
450518,THE MEDICAL CENTER OF SOUTHEAST TEXAS,2555 JIMMY JOHNSON BLVD,PORT ARTHUR,TX,77640,JEFFERSON,(409) 853-5900,Acute Care Hospitals,Physician,Yes,Y,Y,3,,7,6,0,6,0,,8,5,1,4,0,,11,8,0,7,1,,8,8,,12,9,,,29.935488,-93.9887077
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,(401) 793-2500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,5,,7,6,0,6,0,,8,7,1,6,0,,11,10,1,8,1,,8,8,,12,8,,,41.8520301,-71.3980063
520028,THE MONROE CLINIC,515 22ND AVE,MONROE,WI,53566,GREEN,(608) 324-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,4,0,4,0,,11,10,0,8,2,,8,8,,12,11,,,42.6075068,-89.6334262
280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,DOUGLAS,(402) 552-2040,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,8,3,5,0,,11,11,0,10,1,,8,8,,12,10,,,41.2552541,-95.9796225
280040,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,68114,DOUGLAS,(402) 354-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,1,6,0,,8,8,1,7,0,,11,11,0,10,1,,8,8,,12,10,,,41.2569881,-96.0416979
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,IN,46804,ALLEN,(260) 435-2999,Acute Care Hospitals,Proprietary,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,3,,,41.0400016,-85.2498157
460049,THE ORTHOPEDIC SPECIALTY HOSPITAL,5848 SOUTH 300 EAST,MURRAY,UT,84107,SALT LAKE,(801) 314-4100,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,4,,,40.6441568,-111.8834631
341324,"THE OUTER BANKS HOSPITAL, INC",4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,DARE,(252) 449-4500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,3,0,3,0,,8,2,0,2,0,,11,8,0,8,0,,8,8,,12,10,,,35.9399353,-75.6177172
144029,THE PAVILION,809 W CHURCH ST,CHAMPAIGN,IL,61820,CHAMPAIGN,(217) 373-1700,Psychiatric,Voluntary non-profit - Private,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,40.1178094,-88.2572315
494032,THE PAVILION AT WILLIAMSBURG PLACE,5483 MOORETOWN ROAD,WILLIAMSBURG,VA,23188,JAMES CITY,(757) 941-6400,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,37.3147829,-76.7319123
371314,THE PHYSICIANS' HOSPITAL IN ANADARKO,1002 E CENTRAL BLVD,ANADARKO,OK,73005,CADDO,(405) 247-8236,Critical Access Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,1,,,35.0704941,-98.2283901
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,(808) 538-9011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,8,1,7,0,,11,11,2,9,0,,8,8,,12,10,,,21.3080814,-157.8543616
184009,THE RIDGE BEHAVIORAL HEALTH SYSTEM,3050 RIO DOSA DRIVE,LEXINGTON,KY,40509,FAYETTE,(859) 269-2325,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,38.004809,-84.4430186
223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,51 BLOSSOM STREET,BOSTON,MA,2114,SUFFOLK,(617) 722-3000,Childrens,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,42.3630268,-71.0665836
190266,THE SPINE HOSPITAL OF LOUISIANA,"10105 PARK ROW CIRCLE, SUITE 250",BATON ROUGE,LA,70810,E. BATON ROUGE,(225) 763-9900,Acute Care Hospitals,Physician,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,2,0,2,0,,8,8,,12,2,,,30.3505813,-91.0873551
310119,THE UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,7103,ESSEX,(973) 972-5658,Acute Care Hospitals,Government - State,Yes,Y,Y,1,,7,4,0,3,1,,8,6,1,3,2,,11,7,0,5,2,,8,8,,12,8,,,40.7419589,-74.1905087
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,1,6,0,,8,8,3,5,0,,11,11,0,6,5,,8,8,,12,9,,,41.7883128,-87.6045656
450690,THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,11937 US HIGHWAY 271,TYLER,TX,75708,SMITH,(903) 877-7777,Acute Care Hospitals,Government - State,Yes,Y,,4,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,6,1,,8,8,,12,8,,,32.4259179,-95.2130466
331321,THE UNIVERSITY OF VERMONT HEALTH NETWORK-ALICE HY,"133 PARK STREET, PO BOX 729",MALONE,NY,12953,FRANKLIN,(518) 481-2458,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,5,Not Available,Not Available,5,,44.8486596,-74.2948983
104071,THE VINES HOSPITAL,3130 SW 27TH AVE,OCALA,FL,34474,MARION,(352) 671-3130,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,29.1556273,-82.1707333
670267,THE WOODLANDS SPECIALTY HOSPITAL,25440 INTERSTATE 45 NORTH,SPRING,TX,77386,MONTGOMERY,(281) 602-8160,Acute Care Hospitals,Proprietary,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,3,,,30.1309348,-95.4430163
521326,THEDACARE MEDICAL CENTER - NEW LONDON,1405 MILL ST,NEW LONDON,WI,54961,WAUPACA,(920) 531-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,1,0,1,0,,11,3,0,3,0,,8,8,,12,5,,,44.380929,-88.7339124
521346,THEDACARE MEDICAL CENTER - SHAWANO,100 COUNTY RD B,SHAWANO,WI,54166,SHAWANO,(715) 526-2111,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,7,1,6,0,,8,8,,12,8,,,44.7784997,-88.5965502
521303,THEDACARE MEDICAL CENTER - WILD ROSE,601 GROVE AVE,WILD ROSE,WI,54984,WAUSHARA,(920) 622-3257,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,5,,,44.183808,-89.246213
521334,THEDACARE MEDICAL CENTER-WAUPACA,800 RIVERSIDE DRIVE,WAUPACA,WI,54981,WAUPACA,(715) 258-1000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,6,1,5,0,,8,8,,12,5,,,44.3453499,-89.0758231
520045,THEDACARE REGIONAL MED CTR - NEENAH,130 2ND ST,NEENAH,WI,54956,WINNEBAGO,(920) 729-3100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,5,,7,5,0,5,0,,8,6,3,3,0,,11,7,1,6,0,,8,8,,12,9,,,44.186807,-88.4540151
520160,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,1818 N MEADE ST,APPLETON,WI,54911,OUTAGAMIE,(920) 731-4101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,4,,7,7,0,6,1,,8,7,1,6,0,,11,11,3,8,0,,8,8,,12,10,,,44.2785346,-88.3938734
190004,THIBODAUX REGIONAL MEDICAL CENTER,602 N ACADIA ROAD,THIBODAUX,LA,70301,LAFOURCHE,(985) 447-5500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,5,2,,8,7,0,6,1,,11,10,1,9,0,,8,8,,12,9,,,29.7810535,-90.8055927
214012,THOMAS B FINAN CENTER,"10102 COUNTRY CLUB ROAD,  POST OFFICE BOX 1722",CUMBERLAND,MD,21502,ALLEGANY,(301) 777-2240,Psychiatric,Government - Local,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,39.6528654,-78.7625185
141300,THOMAS H BOYD MEMORIAL HOSPITAL,800 SCHOOL ST,CARROLLTON,IL,62016,GREENE,(217) 942-6946,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,1,,,39.2967661,-90.4127593
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,(251) 928-2375,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,7,0,,8,7,1,6,0,,11,9,0,9,0,,8,8,,12,9,,,30.5189988,-87.8897983
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,(215) 955-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,3,4,0,,8,8,2,5,1,,11,11,1,8,2,,8,8,,12,10,,,39.9498296,-75.1585213
510029,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVENUE SW,SOUTH CHARLESTON,WV,25309,KANAWHA,(304) 766-3600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,1,,7,6,0,6,0,,8,7,0,6,1,,11,9,0,8,1,,8,8,,12,9,,,38.3552091,-81.7263539
10174,THOMASVILLE REGIONAL MEDICAL CENTER,300 MED PARK DRIVE,THOMASVILLE,AL,36784,CLARKE,(205) 873-1442,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,6,,,31.9334163,-87.7400785
140115,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,(773) 525-6780,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,7,,,41.9549368,-87.6513673
320091,THREE CROSSES REGIONAL HOSPITAL LLC,2560 SAMARITAN DRIVE,LAS CRUCES,NM,88001,DONA ANA,(575) 421-8274,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,0,2,0,,8,8,,12,5,,,32.3329823,-106.7797054
424008,THREE RIVERS BEHAVIORAL HEALTH,2900 SUNSET BOULEVARD,WEST COLUMBIA,SC,29169,LEXINGTON,(803) 796-9911,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,34.0075215,-81.1183799
230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,ST. JOSEPH,(269) 273-9602,Acute Care Hospitals,Government - Hospital District or Authority,No,Y,Y,4,,7,3,0,3,0,,8,3,0,3,0,,11,7,1,6,0,,8,8,,12,9,,,41.9356371,-85.6479375
501324,THREE RIVERS HOSPITAL,507 HOSPITAL WAY,BREWSTER,WA,98812,OKANOGAN,(509) 689-2517,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,1,,,48.1062526,-119.7826999
180128,THREE RIVERS MEDICAL CENTER,2485 HIGHWAY 644,LOUISA,KY,41230,LAWRENCE,(606) 638-9451,Acute Care Hospitals,Proprietary,Yes,Y,,3,,7,3,0,3,0,,8,3,0,3,0,,11,6,0,6,0,,8,8,,12,8,,,38.1142544,-82.6032119
451339,THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 N MINTER AVENUE,THROCKMORTON,TX,76483,THROCKMORTON,(940) 849-2151,Critical Access Hospitals,Government - Local,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,33.1898758,-99.1765378
80006,"TIDALHEALTH NANTICOKE, INC.",801 MIDDLEFORD RD,SEAFORD,DE,19973,SUSSEX,(302) 629-6611,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,6,0,6,0,,8,6,0,6,0,,11,10,0,10,0,,8,8,,12,10,,,38.6418487,-75.6038953
210019,"TIDALHEALTH PENINSULA REGIONAL, INC",100 EAST CARROLL AVENUE,SALISBURY,MD,21801,WICOMICO,(410) 546-6400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,0,7,0,,8,7,3,4,0,,11,11,0,9,2,,8,8,,12,10,,,38.3611448,-75.5994594
420020,TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,(843) 527-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,2,,7,5,0,5,0,,8,2,0,2,0,,11,9,0,7,2,,8,8,,12,9,,,33.3798134,-79.2847533
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HWY 17,MURRELLS INLET,SC,29576,HORRY,(843) 652-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,3,,7,6,0,6,0,,8,7,1,6,0,,11,9,0,8,1,,8,8,,12,12,,,33.5605554,-79.0430531
110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,TIFT,(229) 382-7120,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,6,0,6,0,,8,7,1,6,0,,11,10,0,9,1,,8,8,,12,10,,,31.4714885,-83.4915241
460052,TIMPANOGOS REGIONAL HOSPITAL,750 WEST 800 NORTH,OREM,UT,84057,UTAH,(801) 714-6800,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,2,0,2,0,,8,5,1,4,0,,11,6,1,5,0,,8,8,,12,9,,,40.3134801,-111.7135983
351300,TIOGA MEDICAL CENTER,810 N WELO ST,TIOGA,ND,58852,WILLIAMS,(701) 664-3305,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,4,,,48.4028607,-102.9349886
251337,TIPPAH COUNTY HOSPITAL,1005 CITY AVE NORTH,RIPLEY,MS,38663,TIPPAH,(662) 837-9221,Critical Access Hospitals,Government - Local,Yes,,,4,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,3,1,,8,Not Available,5,12,6,,,34.7394494,-88.950439
250002,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,IUKA,MS,38852,TISHOMINGO,(662) 423-6051,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,1,3,0,,8,Not Available,5,12,6,,,34.8015186,-88.2078259
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,TITUS,(903) 577-6000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,Y,2,,7,5,0,5,0,,8,3,0,3,0,,11,7,0,6,1,,8,8,,12,10,,,33.1756535,-94.9719146
391314,TITUSVILLE AREA HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,CRAWFORD,(814) 827-1851,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,8,Not Available,5,12,5,,,41.633664,-79.6798539
180149,TJ HEALTH COLUMBIA,901 WESTLAKE DRIVE,COLUMBIA,KY,42728,ADAIR,(270) 384-4753,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,6,,,37.0965956,-85.2945325
451370,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,FANNIN,(903) 640-7311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,1,0,1,0,,11,3,0,3,0,,8,Not Available,5,12,5,,,33.5781923,-96.1666631
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,(207) 623-8411,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,,5,,7,3,0,3,0,,8,3,0,3,0,,11,5,0,3,2,,8,8,,12,4,,,44.2791436,-69.7037262
521320,TOMAH MEMORIAL HOSPITAL,501 GOPHER DR,TOMAH,WI,54660,MONROE,(608) 372-2181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,5,,,43.9578937,-90.5141102
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,(608) 372-3971,Acute Care - Veterans Administration,Veterans Health Administration,No,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,1,1,,8,Not Available,5,12,2,,,44.0036228,-90.4936413
450774,TOPS SURGICAL SPECIALTY HOSPITAL,17080 RED OAK DRIVE,HOUSTON,TX,77090,HARRIS,(281) 539-2900,Acute Care Hospitals,Physician,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,4,0,3,1,,8,8,,12,3,,,30.0187254,-95.4439578
50351,TORRANCE MEMORIAL MEDICAL CENTER,3330 LOMITA BLVD,TORRANCE,CA,90509,LOS ANGELES,(310) 325-9110,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,5,,7,7,1,6,0,,8,8,2,6,0,,11,11,2,7,2,,8,8,,12,10,,,33.8135427,-118.3442544
394026,TORRANCE STATE HOSPITAL,121 LONGVIEW DRIVE,TORRANCE,PA,15779,WESTMORELAND,(724) 459-8000,Psychiatric,Government - State,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,40.4148925,-79.2380426
140077,TOUCHETTE REGIONAL HOSPITAL INC,5900 BOND AVENUE,CENTREVILLE,IL,62207,ST. CLAIR,(618) 332-3060,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,5,,,38.5703075,-90.1086222
190046,TOURO INFIRMARY,1401 FOUCHER STREET,NEW ORLEANS,LA,70115,ORLEANS,(504) 897-8247,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,6,0,6,0,,8,8,1,7,0,,11,10,0,8,2,,8,8,,12,9,,,29.9257745,-90.0923462
394056,TOWER BEHAVIORAL HEALTH,201 WELLNESS WAY,READING,PA,19605,BERKS,(484) 659-2300,Psychiatric,Proprietary,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,40.3728842,-75.9727825
351331,TOWNER COUNTY MEDICAL CENTER,7448 HWY 281 N,CANDO,ND,58324,TOWNER,(701) 968-4411,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,1,1,0,,8,Not Available,5,12,3,,,48.4930777,-99.2111725
670266,TOWNSEN MEMORIAL HOSPITAL,1475 FM 1960 BYPASS E,HUMBLE,TX,77338,HARRIS,(281) 369-9001,Acute Care Hospitals,Voluntary non-profit - Private,No,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,12,3,,,30.0048776,-95.2525293
250017,TRACE REGIONAL HOSPITAL AND SWING BED,1002 EAST MADISON STREET,HOUSTON,MS,38851,CHICKASAW,(662) 456-3700,Acute Care Hospitals,Proprietary,No,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,12,3,,,33.894255,-88.9852837
341319,"TRANSYLVANIA REGIONAL HOSPITAL, INC",90 HOSPITAL DRIVE PO BOX 1116,BREVARD,NC,28712,TRANSYLVANIA,(828) 883-5302,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,4,0,4,0,,8,3,0,3,0,,11,7,0,7,0,,8,8,,12,6,,,35.2563039,-82.7150362
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,(208) 373-5000,Acute Care Hospitals,Proprietary,No,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,2,0,2,0,,11,2,1,1,0,,8,Not Available,5,12,2,,,43.6125048,-116.2909988
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 N THIRTEENTH ST,WA KEENEY,KS,67672,TREGO,(785) 743-2182,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,12,3,,,39.0277552,-99.8710117
314013,TRENTON PSYCHIATRIC HOSP,STATION A,TRENTON,NJ,8625,MERCER,(609) 633-1586,Psychiatric,Government - State,No,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19,,40.2206816,-74.7607322
281348,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 6/34,CAMBRIDGE,NE,69022,FURNAS,(308) 697-3329,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,12,2,,,40.2819509,-100.1656922
